id,chapter,text,main_person,related_persons,strategy_type,strategy_method,event,keywords,summary
S040,第十五回,策乃与众将计议。孙静曰：“王朗负固守城，难可卒拔。会稽钱粮，大半屯于查渎；其地离此数十里，莫若以兵先据其内：所谓攻其无备，出其不意也。”策大喜曰：“叔父妙用，足破贼人矣！”即下令于各门燃火，虚张旗号，设为疑兵，连夜撤围南去。周瑜进曰：“主公大兵一起，王朗必然出城来赶，可用奇兵胜之。”策曰：“吾今准备下了，取城只在今夜。”遂令军马起行。,周瑜,孙策、王朗,权力控制,奇兵伏击,周瑜建议设伏败王朗,大兵一起、出城来赶、奇兵胜之,孙策准备撤围南去攻查渎，周瑜进言：大军一动王朗必出城追赶，可用奇兵伏击取胜。孙策采纳，连夜起兵，最终击败王朗。
S041,第十六回,操设宴相待，至晚送出。荀彧入见曰：“刘备，英雄也。今不早图，后必为患。”操不答。彧出，郭嘉入。操曰：“荀彧劝我杀玄德，当如何？”嘉曰：“不可。主公兴义兵，为百姓除暴，惟仗信义以招俊杰，犹惧其不来也；今玄德素有英雄之名，以困穷而来投，若杀之，是害贤也。天下智谋之士，闻而自疑，将裹足不前，主公谁与定天下乎？夫除一人之患，以阻四海之望：安危之机不可不察。”操大喜曰：“君言正合吾心。”次日，即表荐刘备领豫州牧。,荀彧,曹操、刘备、郭嘉,权力控制,劝杀,荀彧劝曹操杀刘备,刘备、英雄、后患、劝杀,刘备投奔曹操后，荀彧劝曹操尽早除掉刘备，认为刘备是英雄，日后必成祸患。曹操未采纳，并听取了郭嘉的反对意见，反而表荐刘备为豫州牧。
S042,第十六回,操大怒，欲兴兵讨之，又恐吕布来侵许都，乃问计于荀彧。彧曰：“此易事耳。吕布无谋之辈，见利必喜；明公可遣使往徐州，加官赐赏，令与玄德解和。布喜，则不思远图矣。”操曰：“善。”遂差奉军都尉王则，赍官诰并和解书，往徐州去讫。,荀彧,曹操、吕布、刘备,联盟外交,加官赐赏、安抚,荀彧献计安抚吕布,吕布、加官赐赏、解和、安抚、防袭,曹操欲讨张绣，担心吕布偷袭许都。荀彧献计：吕布贪利无谋，可派使者加官赐赏，令其与刘备和解，吕布高兴就不会偷袭。曹操采纳。
S043,第十六回,操正欲起兵，自往征吕布，忽流星马报说张济自关中引兵攻南阳，为流矢所中而死；济侄张绣统其众，用贾诩为谋士，结连刘表，屯兵宛城，欲兴兵犯阙夺驾。操大怒，欲兴兵讨之，……一面起兵十五万，亲讨张绣。分军三路而行，以夏侯惇为先锋。军马至淯水下寨。贾诩劝张绣曰：“操兵势大，不可与敌，不如举众投降。”张绣从之，使贾诩至操寨通款。,贾诩,张绣、曹操,联盟外交,劝降,贾诩劝张绣降曹,张绣、贾诩、投降、保存实力,曹操亲征张绣，贾诩分析曹兵势大，劝张绣率众投降。张绣听从，派贾诩通款。
S044,第十六回,张绣家人密报绣。绣怒曰：“操贼辱我太甚！”便请贾诩商议。诩曰：“此事不可泄漏。来日等操出帐议事，如此如此。”次日，操坐帐中，张绣入告曰：“新降兵多有逃亡者，乞移屯中军。”操许之。绣乃移屯其军。分为四寨，刻期举事。……是夜曹操于帐中与邹氏饮酒，忽听帐外人言马嘶。操使人观之。回报是张绣军夜巡，操乃不疑。时近二更，忽闻寨内呐喊，报说草车上火起。操曰：“军人失火，勿得惊动。”须臾，四下里火起。操始着忙，急唤典韦。韦方醉卧，睡梦中听得金鼓喊杀之声，便跳起身来，却寻不见了双戟。……典韦犹死拒寨门。争奈寨后贼军已入，韦背上又中一枪，乃大叫数声，血流满地而死。……曹操赖典韦当住寨门，乃得从寨后上马逃奔。,贾诩,张绣、曹操、典韦,权力控制,偷袭,贾诩献计夜袭曹营,张绣、贾诩、偷袭、夜袭,张绣因曹操霸占其婶而怒欲反，请贾诩商议。贾诩献计待曹操出帐议事时趁机偷袭，张绣依计夜袭，大败曹军，典韦战死，曹操长子曹昂、侄曹安民亦被杀。
S045,第十七回,商议欲进兵渡淮，追赶袁术。荀彧谏曰：“年来荒旱，粮食艰难，若更进兵，劳军损民，未必有利。不若暂回许都，将来春麦熟，军粮足备，方可图之。”操踌躇未决。忽报马到，报说：“张绣依托刘表，复肆猖獗、南阳、江陵诸县复反；曹洪拒敌不住，连输数阵，今特来告急。”操乃驰书与孙策，令其跨江布阵，以为刘表疑兵，使不敢妄动；自己即日班师，别议征张绣之事。,荀彧,曹操,权力控制,退兵待时,荀彧劝曹操暂缓攻袁术,荒旱粮缺、退兵、来年再图、保存实力,曹操攻破寿春后欲渡淮追击袁术，荀彧以荒旱粮缺、劳军损民为由劝其退兵，待来年粮足再图。曹操犹豫时又接张绣告急，遂采纳退兵，回师许都。
S046,第十七回,操围城攻打，见城壕甚阔，水势又深，急难近城。乃令军士运土填壕；又用土布袋并柴薪草把相杂，于城边作梯凳；又立云梯窥望城中；操自骑马绕城观之，如此三日。传令教军士于西门角上，堆积柴薪，会集诸将，就那里上城。城中贾诩见如此光景，便谓张绣曰：“某已知曹操之意矣。今可将计就计而行。”,贾诩,张绣、曹操,权力控制,将计就计,贾诩识破曹操攻城之计,识破、将计就计、破曹操、南阳,曹操围南阳城，连日观察后下令在西门堆积柴薪准备攻城。贾诩观察曹操的部署（运土填壕、云梯窥望、西门堆柴等），判断出曹操的真实意图，建议张绣将计就计。具体计策待下回。
S047,第十八回,却说贾诩料知曹操之意，便欲将计就计而行，乃谓张绣曰：“某在城上见曹操绕城而观者三日。他见城东南角砖土之色，新旧不等，鹿角多半毁坏，意将从此处攻进，却虚去西北上积草，诈为声势，欲哄我撤兵守西北，彼乘夜黑必爬东南角而进也。”绣曰：“然则奈何？”诩曰：“此易事耳。来日可令精壮之兵，饱食轻装，尽蒙于东南房屋内，却教百姓假扮军士，虚守西北。夜间任他在东南角上爬城。俟其爬进城时，一声炮响，伏兵齐起，操可擒矣。”绣喜，从其计。,贾诩,张绣、曹操,权力控制,将计就计,贾诩设伏破曹操攻城,将计就计、东南设伏、假扮守军、擒操,贾诩观察曹操绕城三日，识破其声东击西之计（佯攻西北实爬东南），建议将精兵埋伏于东南屋内，百姓假守西北，待曹军爬入时伏兵齐出。张绣采纳，大败曹操。
S048,第十八回,却说贾诩见操败走，急劝张绣遗书刘表，使起兵截其后路。表得书，即欲起兵。,贾诩,张绣、刘表、曹操,联盟外交,联合截击,贾诩劝张绣联刘表截曹操,遗书刘表、截后路、联合,曹操败走后，贾诩急劝张绣写信给刘表，让刘表起兵截断曹操后路，形成前后夹击之势。刘表得书后准备起兵。
S049,第十八回,细作报知张绣，绣欲追之。贾诩曰：“不可追也，追之必败。”刘表曰：“今日不追，坐失机会矣。”力劝绣引军万余同往追之。约行十余里，赶上曹军后队。曹军奋力接战，绣、表两军大败而还。,贾诩,张绣、刘表、曹操,权力控制,阻追,贾诩劝止追击,不可追、必败,曹操退兵，张绣欲追，贾诩断言追击必败。刘表力劝，张绣从之，果然大败而还。
S050,第十八回,绣谓诩曰：“不用公言，果有此败。”诩曰：“今可整兵再往追之。”绣与表俱曰：“今已败，奈何复追？”诩曰：“今番追去，必获大胜；如其不然，请斩吾首。”绣信之。刘表疑虑，不肯同往。绣乃自引一军往追。操兵果然大败，军马辎重，连路散弃而走。,贾诩,张绣、刘表、曹操,权力控制,再追,贾诩劝再追获胜,整兵再追、必获大胜、乘其不备,初追失败后，贾诩建议整兵再追，并断言必胜。张绣从之，果然大胜。贾诩解释：初追曹军有防备，再追时曹操因许都事急而轻速回军，无备故胜。
S051,第十八回,操然其言，遂议东征吕布。荀彧曰：“可先使人往约刘备，待其回报，方可动兵。”操从之，一面发书与玄德。,荀彧,曹操、刘备、吕布,联盟外交,先约刘备,荀彧建议先联刘备再攻吕布,先约刘备、待回报、动兵,曹操决定东征吕布，荀彧建议先派人联络刘备，等刘备回复后再出兵，以确保内外呼应。曹操采纳。
S052,第二十回,曹操回府，荀彧等一班谋士入见曰：“天子认刘备为叔，恐无益于明公。”操曰：“彼既认为皇叔，吾以天子之诏令之，彼愈不敢不服矣。况吾留彼在许都，名虽近君，实在吾掌握之内，吾何惧哉？”,荀彧,曹操、刘备,权力控制,提醒防范,荀彧提醒曹操警惕刘备被认皇叔,天子认叔、刘备、无益、防范,献帝认刘备为皇叔，荀彧等谋士提醒曹操，此举可能对曹操不利，暗示刘备威望提升后或成威胁。曹操自信能掌控，认为刘备在自己掌握之中，未采纳提醒。
S053,第二十一回,且说朱灵、路昭回许都见曹操，说玄德留下军马。操怒，欲斩二人。荀彧曰：“权归刘备，二人亦无奈何。”操乃赦之。彧又曰：“可写书与车胄就内图之。”操从其计，暗使人来见车胄，传曹操钧旨。,荀彧,曹操、车胄、刘备,权力控制,密令暗杀,荀彧献策暗杀刘备,刘备、车胄、密书、暗杀、内图,刘备留下军马守徐州，曹操欲斩朱灵路昭，荀彧说他们无权干预，并建议曹操写信给车胄，让车胄暗中设法除掉刘备。曹操采纳。
S054,第二十一回,云长曰：“他伏瓮城边待我，去必有失。我有一计，可杀车胄：乘夜扮作曹军到徐州，引车胄出迎，袭而杀之。”飞然其言。那部下军原有曹操旗号，衣甲都同。当夜三更，到城边叫门。城上问是谁，众应是曹丞相差来张文远的人马。报知车胄，胄急请陈登议曰：“若不迎接，诚恐有疑；若出迎之，又恐有诈。”胄乃上城回言：“黑夜难以分辨，平明了相见。”城下答应：“只恐刘备知道，疾快开门！”车胄犹豫未定，城外一片声叫开门。车胄只得披挂上马，引一千军出城；跑过吊桥，大叫：“文远何在？”火光中只见云长提刀纵马直迎车胄，大叫曰：“匹夫安敢怀诈，欲杀吾兄！”车胄大惊，战未数合，遮拦不住，拨马便回。到吊桥边，城上陈登乱箭射下，车胄绕城而走。云长赶来，手起一刀，砍于马下，割下首级提回，望城上呼曰：“反贼车胄，吾已杀之；众等无罪，投降免死！”诸军倒戈投降，军民皆安。,关羽,张飞、车胄、陈登,权力控制,夜扮曹军、诱杀,关羽献计杀车胄,扮作曹军、夜袭、诱出、斩杀,得知车胄欲伏杀刘备，关羽献计：乘夜假扮曹军到城下，骗车胄出迎，然后突然袭击杀死车胄。张飞赞同，依计成功斩杀车胄。
S055,第二十二回,绍览毕，自忖曰：“玄德攻灭吾弟，本不当相助；但重以郑尚书之命，不得不往救之。”遂聚文武官，商议兴兵伐曹操。谋士田丰曰：“兵起连年，百姓疲弊，仓廪无积，不可复兴大军。宜先遣人献捷天子，若不得通，乃表称曹操隔我王路，然后提兵屯黎阳；更于河内增益舟楫，缮置军器，分遣精兵，屯扎边鄙。三年之中，大事可定也。”谋士审配曰：“不然。以明公之神武，抚河朔之强盛，兴兵讨曹贼，易如反掌，何必迁延日月？”谋士沮授曰：“制胜之策，不在强盛。曹操法令既行，士卒精练，比公孙瓒坐受困者不同。今弃献捷良策，而兴无名之兵，窃为明公不取。”谋士郭图曰：“非也。兵加曹操，岂曰无名？公正当及时早定大业。愿从郑尚书之言，与刘备共仗大义，剿灭曹贼，上合天意，下合民情，实为幸甚！”四人争论未定，绍躇踌不决。忽许攸、荀谌自外而入。绍曰：“二人多有见识，且看如何主张。”二人施礼毕，绍曰：“郑尚书有书来，令我起兵助刘备，攻曹操。起兵是乎？不起兵是乎？”二人齐声应曰：“明公以众克寡，以强攻弱，讨汉贼以扶王室：起兵是也。”绍曰：“二人所见，正合我心。”便商议兴兵。,袁绍,田丰、审配、沮授、郭图、许攸、荀谌、郑玄、刘备,联盟外交,决策起兵,袁绍决意起兵伐曹操,郑玄书信、谋士争论、起兵、伐曹操,袁绍因郑玄书信决定助刘备伐曹操，召集谋士讨论。田丰主张缓进，审配主张速战，沮授反对兴无名之兵，郭图支持起兵。许攸、荀谌最后进言支持起兵，袁绍采纳，决定发兵。
S056,第二十二回,孔融闻之，来见操曰：“袁绍势大，不可与战，只可与和。”荀彧曰：“袁绍无用之人，何必议和？”融曰：“袁绍士广民强。其部下如许攸、郭图、审配、逢纪皆智谋之士；田丰、沮授皆忠臣也；颜良、文丑勇冠三军；其余高览、张郃、淳于琼等俱世之名将。——何谓绍为无用之人乎？”彧笑曰：“绍兵多而不整。田丰刚而犯上，许攸贪而不智，审配专而无谋，逢纪果而无用：此数人者，势不相容，必生内变，颜良、文丑，匹夫之勇，一战可擒。其余碌碌等辈，纵有百万，何足道哉！”,荀彧,曹操、孔融、袁绍、田丰、许攸、审配、逢纪、颜良、文丑,权力控制,剖析敌弱,荀彧分析袁绍不足为惧,袁绍无用、兵多不整、谋士不和、匹夫之勇,孔融劝曹操与袁绍和，荀彧反驳，指出袁绍兵多不整，谋士田丰、许攸、审配、逢纪各有缺点且不相容，必生内变；颜良文丑匹夫之勇，一战可擒。断言袁绍不足为惧。
